Word,Position,Level,Translation
commend,verb,C1,övgü
commendation,noun,C1,övgü
thereby,adverb,C1,böylece
flick,verb,C1,parmak şıklatmak
flicker,noun,C1,titreme
unenviable,adjective,C1,kıskanılacak şey değil
unenviably,adverb,C1,kıskanılacak bir şekilde
voice,verb,C1,ses
tread,noun,C1,basmak
allege,verb,C1,iddia etmek
allegation,noun,C1,iddia
bribe,verb,C1,rüşvet
bribe,noun,C1,rüşvet
bribery,noun,C1,rüşvet
inclusion,noun,C1,içerme
inclusive,adjective,C1,dahil
inclusively,adverb,C1,kapsayıcı olarak
unconvincing,adjective,C1,inandırıcı olmayan
unconvincingly,adverb,C1,inandırıcı olmayan bir şekilde
recharge,verb,C1,şarj etmek
facilitation,noun,C1,kolaylaştırma
condition,verb,C1,durum
conditional,adjective,C1,koşullu
conditionally,adverb,C1,şartlı olarak
tone,verb,C1,ton
align,verb,C1,hizalamak
alignment,noun,C1,hizalama
supple,adjective,C1,esnek
manicure,noun,C1,manikür
manicure,verb,C1,manikür
pedicure,noun,C1,pedikür
facial,adjective,C1,yüz
facial,noun,C1,yüz
bouquet,noun,C1,buket
refurbish,verb,C1,yenilemek
refurbishment,noun,C1,yenileme
grounds,noun,C1,zemin
grounds,noun,C1,zemin
grounds,noun,C1,zemin
ground,verb,C1,zemin
lethargy,noun,C1,letarji
lethargic,adjective,C1,uyuşuk
lethargically,adverb,C1,uyuşuk bir şekilde
stately,adjective,C1,görkemli
conserve,verb,C1,korumak
conservatory,noun,C1,konservatuvar
disquieting,adjective,C1,rahatsız edici
fiercely,adverb,C1,şiddetle
grapefruit,noun,C1,greyfurt
exotic,adjective,C1,acayip
exotically,adverb,C1,egzotik olarak
flask,noun,C1,şişe
spacious,adjective,C1,ferah
gourmet,adjective,C1,gurme
gourmet,noun,C1,gurme
rich,adjective,C1,zengin
conjure,verb,C1,büyü yapmak
creamy,adjective,C1,kremsi
sauna,noun,C1,sauna
remedial,adjective,C1,iyileştirici
posture,noun,C1,duruş
sedate,verb,C1,sakinleştirici
sedately,adverb,C1,sakin bir şekilde
sedate,adjective,C1,sakinleştirici
clutch,verb,C1,debriyaj
clutch,noun,C1,debriyaj
stagger,verb,C1,sendelemek
staggering,adjective,C1,şaşırtıcı
dutiful,adjective,C1,saygılı
dutifully,adverb,C1,görev bilinciyle
calorie,noun,C1,kalori
firm,verb,C1,firma
fabulously,adverb,C1,inanılmaz derecede
premise,noun,C1,Öncül
premises,noun,C1,bina
eclectic,adjective,C1,eklektik
eclectic,noun,C1,eklektik
eclectically,adverb,C1,eklektik olarak
revere,verb,C1,hürmet etmek
harbor/harbour,verb,C1,liman/liman
recognizable/recognisable,adjective,C1,tanınabilir / tanınabilir
recognizably/recognisably,adverb,C1,tanınabilir / tanınabilir şekilde
batter,verb,C1,meyilli
battery,noun,C1,pil
batter,noun,C1,meyilli
batter,,C1,meyilli
unreliably,adverb,C1,güvenilmez bir şekilde
waterfront,noun,C1,sahil
amply,adverb,C1,fazlasıyla
amplification,noun,C1,amplifikasyon
battered,adjective,C1,hırpalanmış
battered,adjective,C1,hırpalanmış
comply,verb,C1,uymak
compliance,noun,C1,uyma
compliant,adjective,C1,Uysal
compliantly,adverb,C1,uyumlu olarak
blankness,noun,C1,boşluk
exuberant,adjective,C1,coşkulu
exuberance,noun,C1,coşku
exuberantly,adverb,C1,coşkuyla
linear,adjective,C1,doğrusal
linearly,adverb,C1,doğrusal olarak
flourish,noun,C1,güzelleşmek
flourish,verb,C1,güzelleşmek
anchor,verb,C1,Çapa
anchored,adjective,C1,demirlemiş
domination,noun,C1,egemenlik
dominant,adjective,C1,baskın
dominantly,adverb,C1,baskın olarak
interject,verb,C1,araya girmek
interjection,noun,C1,ünlem
gush,verb,C1,fışkırmak
gushing,adjective,C1,fışkıran
gush,noun,C1,fışkırmak
gushingly,adverb,C1,fışkırarak
voracious,adjective,C1,açgözlü
voraciously,adverb,C1,açgözlülükle
sketchbook,noun,C1,eskiz defteri
sketch,noun,C1,kroki
prop,verb,C1,pervane
prop,noun,C1,pervane
imp,noun,C1,imp
impish,adjective,C1,şeytani
impishly,adverb,C1,şeytanca
wicked,adjective,C1,kötü
wickedly,adverb,C1,haince
macabre,adjective,C1,ürkütücü
gusto,noun,C1,zevk
tantamount,adjective,C1,eşdeğer
antics,noun,C1,tuhaflıklar
lapse,noun,C1,zaman aşımı
lapse,verb,C1,zaman aşımı
relapse,verb,C1,nüksetme
relapse,noun,C1,nüksetme
impede,verb,C1,engellemek
impediment,noun,C1,engel
taut,adjective,C1,gergin
tautly,adverb,C1,gergin bir şekilde
jersey,noun,C1,Jersey
jersey,adjective,C1,Jersey
startling,adjective,C1,şaşırtıcı
startlingly,adverb,C1,şaşırtıcı bir şekilde
slack,verb,C1,gevşek
slack,noun,C1,gevşek
slack,adjective,C1,gevşek
slackly,adverb,C1,genel olarak
unwavering,adjective,C1,sarsılmaz
unwaveringly,adverb,C1,tereddütsüz bir şekilde
removed,adjective,C1,kaldırıldı
buffoon,noun,C1,soytarı
beguiling,adjective,C1,baştan çıkarıcı
beguilingly,adverb,C1,aldatıcı bir şekilde
blithely,adverb,C1,neşeyle
stray,verb,C1,başıboş
stray,adjective,C1,başıboş
stray,noun,C1,başıboş
mythological,adjective,C1,mitolojik
mythology,noun,C1,mitoloji
venerate,verb,C1,Saygi gostermek
veneration,noun,C1,hürmet
ethical,adjective,C1,etik
ethically,adverb,C1,etik olarak
heroine,noun,C1,kadın kahraman
refreshing,adjective,C1,canlandırıcı
refresh,verb,C1,yenileme
refreshingly,adverb,C1,canlandırıcı bir şekilde
zany,adjective,C1,çılgın
devotee,noun,C1,adanmış
salve,noun,C1,merhem
salvation,noun,C1,kurtuluş
salvage,verb,C1,kurtarma
staccato,adjective,C1,kesik kesik
staccato,adverb,C1,kesik kesik
verve,noun,C1,şevk
motley,adjective,C1,rengarenk
preach,verb,C1,vaaz vermek
preacher,noun,C1,vaiz
behind,preposition,C1,arka
continuity,noun,C1,süreklilik
justly,adverb,C1,adil olarak
wry,adjective,C1,alaycı
wryly,adverb,C1,alaycı bir şekilde
poetess,noun,C1,şair
confide,verb,C1,güvenmek
sentient,adjective,C1,duyarlı
sentiment,noun,C1,duygusallık
sentimental,adjective,C1,duygusal
sentimentally,adverb,C1,duygusal olarak
tangle,verb,C1,dolaşmak
tangle,noun,C1,dolaşmak
tangled,adjective,C1,karışık
untangle,verb,C1,çözmek
untangled,adjective,C1,çözülmüş
perceptive,adjective,C1,algısal
perceptively,adverb,C1,algısal olarak
outset,noun,C1,başlangıç
tycoon,noun,C1,iş adamı
launch,noun,C1,öğle yemeği
engross,verb,C1,ilgi çekici
engrossing,adjective,C1,düşündürücü
plague,verb,C1,veba
orphan,verb,C1,yetim
detritus,noun,C1,kalıntı
detriment,noun,C1,Aleyhine
detrimental,adjective,C1,zararlı
detrimentally,adverb,C1,zararlı olarak
domestically,adverb,C1,yurtiçinde
domesticate,verb,C1,evcilleştirmek
domestication,noun,C1,evcilleştirme
eccentric,noun,C1,eksantrik
eccentric,adjective,C1,eksantrik
eccentrically,adverb,C1,eksantrik olarak
render,verb,C1,oluşturmak
rendering,noun,C1,oluşturma
pathos,noun,C1,dokunaklı
tailor,noun,C1,terzi
tailor,verb,C1,terzi
personalize/personalise,verb,C1,kişiselleştirmek/kişiselleştirmek
personalization/personalisation,noun,C1,kişiselleştirme/kişiselleştirme
personification,noun,C1,kişileştirme
limitless,adjective,C1,sınırsız
apprentice,noun,C1,Çırak
apprentice,verb,C1,Çırak
apprenticeship,noun,C1,çıraklık
precision,noun,C1,kesinlik
swap,verb,C1,takas
swap,noun,C1,takas
perfect,verb,C1,mükemmel
silhouette,noun,C1,siluet
nondescript,adjective,C1,sıradan
signal,verb,C1,sinyal
negligible,adjective,C1,ihmal edilebilir
negligent,adjective,C1,ihmalkar
negligently,adverb,C1,ihmalkar bir şekilde
principally,adverb,C1,prensip olarak
altruism,noun,C1,fedakarlık
altruistic,adjective,C1,fedakar
scenario,noun,C1,senaryo
voluntary,adjective,C1,gönüllü
voluntarily,adverb,C1,gönüllü olarak
reap,verb,C1,biçmek
paternal,adjective,C1,babaya ait
maternal,adjective,C1,anne
maternalistic,adjective,C1,anneci
paternalistic,adjective,C1,paternalist
provisions,noun,C1,hükümler
injustice,noun,C1,adaletsizlik
impoverished,adjective,C1,yoksul
unsustainable,adjective,C1,sürdürülemez
unsustainably,adverb,C1,sürdürülemez bir şekilde
sustainable,adjective,C1,sürdürülebilir
sustainably,adverb,C1,sürdürülebilir
bypass,verb,C1,kalp ameliyati
imperative,adjective,C1,zorunlu
imperative,noun,C1,zorunlu
cynic,noun,C1,alaycı
cynical,adjective,C1,alaycı
cynically,adverb,C1,alaycı bir şekilde
cynicism,noun,C1,alaycılık
sarcasm,noun,C1,iğneleyici söz
sarcastic,adjective,C1,alaycı
sarcastically,adverb,C1,alaycı bir şekilde
misplace,verb,C1,yanlış yere koymak
symptomatic,adjective,C1,semptomatik
degrade,verb,C1,küçük görmek
degrading,adjective,C1,aşağılayıcı
degradation,noun,C1,bozulma
discourse,noun,C1,söylem
amid,preposition,C1,ortasında
hedgehog,noun,C1,kirpi
nocturnal,adjective,C1,geceleyin
hibernate,verb,C1,kış uykusuna yatmak
hibernation,noun,C1,kış uykusu
convict,verb,C1,mahkum
convict,noun,C1,mahkum
conviction,noun,C1,mahkumiyet
latent,adjective,C1,gizli
snooze,verb,C1,kestirmek
classy,adjective,C1,şık
wrench,verb,C1,İngiliz anahtarı
reminisce,verb,C1,Unutma
reminiscent,adjective,C1,onlar hatırlıyorlar
intuit,verb,C1,sezgi
intuition,noun,C1,sezgi
intuitive,adjective,C1,sezgisel
intuitively,adverb,C1,sezgisel olarak
marginal,adjective,C1,marjinal
marginally,adverb,C1,marjinal olarak
crude,adjective,C1,ham
crudely,adverb,C1,kabaca
strap,noun,C1,kayış
strap,verb,C1,kayış
strapping,adjective,C1,çemberleme
scoff,verb,C1,alay etmek
fiddly,adjective,C1,beceriksiz
fiddler,noun,C1,kemancı
fiddle,verb,C1,Vaktini boşa harcamak
fiddle,noun,C1,Vaktini boşa harcamak
unmusical,adjective,C1,müzikal olmayan
unmusically,adverb,C1,müziksizce
repertory,noun,C1,repertuar
concerto,noun,C1,konçerto
premier,adjective,C1,başbakan
premier,noun,C1,başbakan
fanatic,noun,C1,fanatik
fanatic,adjective,C1,fanatik
fanatically,adverb,C1,fanatik bir şekilde
acoustically,adverb,C1,akustik olarak
acoustic,adjective,C1,akustik
acoustics,noun,C1,akustik
compromised,adjective,C1,sınırlı
daunt,verb,C1,göz korkutan
daunting,adjective,C1,göz korkutucu
realist,noun,C1,gerçekçi
realism,noun,C1,gerçekçilik
recess,noun,C1,teneffüs
recess,noun,C1,teneffüs
recessive,adjective,C1,resesif
prolific,adjective,C1,üretken
prolifically,adverb,C1,üretken bir şekilde
proliferate,verb,C1,çoğalmak
fragmentation,noun,C1,parçalanma
campaign,verb,C1,kampanya
astray,adverb,C1,yoldan çıkmak
duration,noun,C1,süre
durable,adjective,C1,dayanıklı
durable,noun,C1,dayanıklı
likelihood,noun,C1,olasılık
naive,adjective,C1,toy
naively,adverb,C1,safça
naivety,noun,C1,saflık
impervious,adjective,C1,geçirimsiz
ludicrous,adjective,C1,gülünç
ludicrously,adverb,C1,gülünç bir şekilde
cost-effective,adjective,C1,uygun maliyetli
gruesome,adjective,C1,korkunç
gruesomely,adverb,C1,korkunç bir şekilde
envisage,verb,C1,tasavvur
screenwriter,noun,C1,senaryo yazarı
mingle,verb,C1,karışmak
churn,verb,C1,yayık
buffer,verb,C1,tampon
buffer,noun,C1,tampon
irate,adjective,C1,kızgın
irately,adverb,C1,yavaşça
docile,adjective,C1,uysal
docilely,adverb,C1,uysalca
fiend,noun,C1,şeytan
fiendish,adjective,C1,şeytani
fiendishly,adverb,C1,şeytani bir şekilde
transfix,verb,C1,nakletmek
gypsy,noun,C1,Çingene
temperament,noun,C1,mizaç
temperamental,adjective,C1,huysuz
temperamentally,adverb,C1,huy olarak
screenplay,noun,C1,senaryo
disillusionment,noun,C1,hayal kırıklığı
demise,noun,C1,ölüm
raunchy,adjective,C1,şehvetli
raunchily,adverb,C1,şehvetli bir şekilde
overdraft,verb,C1,kredili mevduat
overdraft,noun,C1,kredili mevduat
synopsis,noun,C1,özet
renown,noun,C1,şöhret
contest,verb,C1,yarışma
contested,adjective,C1,tartışmalı
verandah,noun,C1,veranda
occupational,adjective,C1,Mesleki
verdict,noun,C1,karar
ventilate,verb,C1,havalandırmak
ventilation,noun,C1,havalandırma
occupant,noun,C1,yolcu
radiator,noun,C1,radyatör
homely,adjective,C1,sade
bureaucratic,adjective,C1,bürokratik
bureaucratically,adverb,C1,bürokratik olarak
adjustable,adjective,C1,ayarlanabilir
fatigue,noun,C1,tükenmişlik
muscular,adjective,C1,kas
versatile,adjective,C1,çok yönlü
versatility,noun,C1,çok yönlülük
stimuli,noun,C1,uyaranlar
uninspiring,adjective,C1,sönük
mutually,adverb,C1,karşılıklı
somber/sombre,adjective,C1,kasvetli/kasvetli
somberly/sombrely,adverb,C1,kasvetli/kasvetli bir şekilde
clutter,noun,C1,dağınıklık
clutter,verb,C1,dağınıklık
lodge,verb,C1,kulübe
dislodge,verb,C1,yerinden çıkarmak
carpenter,noun,C1,marangoz
carpentry,noun,C1,marangozluk
transit,noun,C1,taşıma
plummet,verb,C1,düşmek
circulate,verb,C1,dolaşıma sokmak
circulation,noun,C1,dolaşım
demography,noun,C1,demografi
demographic,adjective,C1,demografik
demographic,noun,C1,demografik
demographically,adverb,C1,demografik olarak
phenomenal,adjective,C1,olağanüstü
phenomenally,adverb,C1,olağanüstü
prophet,noun,C1,Peygamber
prophetic,adjective,C1,kehanet niteliğinde
paywall,noun,C1,ödeme duvarı
firewall,noun,C1,güvenlik duvarı
launch,noun,C1,öğle yemeği
invoice,noun,C1,fatura
demolition,noun,C1,yıkım
demo,noun,C1,demo
gig,noun,C1,konser
socialization,noun,C1,sosyalleşme
antiquity,noun,C1,antik çağ
antiquated,adjective,C1,modası geçmiş
restoration,noun,C1,restorasyon
restorative,adjective,C1,onarıcı
rotate,verb,C1,döndürmek
till,noun,C1,kadar
coupled,adjective,C1,birleştirilmiş
itinerary,noun,C1,seyahat planı
charter,verb,C1,kiralama
charter,noun,C1,kiralama
terrain,noun,C1,arazi
resilient,adjective,C1,dayanıklı
resilience,noun,C1,Dayanıklılık
enterprising,adjective,C1,girişimci
integral,adjective,C1,integral
canoe,noun,C1,kano
magnetic,adjective,C1,manyetik
magnetism,noun,C1,manyetizma
magnetically,adverb,C1,manyetik olarak
credible,adjective,C1,güvenilir
credibly,adverb,C1,güvenilir bir şekilde
credibility,noun,C1,güvenilirlik
credential,noun,C1,Kimlik
acutely,adverb,C1,akut olarak
prohibitive,adjective,C1,yasaklayıcı
prohibitively,adverb,C1,engelleyici
fissure,noun,C1,çatlak
pendulum,noun,C1,sarkaç
pendulous,adjective,C1,sarkık
suspension,noun,C1,süspansiyon
aboard,preposition,C1,gemide
drill,verb,C1,delmek
drill,noun,C1,delmek
anthropology,noun,C1,antropoloji
anthropologist,noun,C1,antropolog
squander,verb,C1,israf
munch,verb,C1,yemek
adjoin,verb,C1,bitişik
adjoining,adjective,C1,bitişik
wizened,adjective,C1,buruşmuş
graft,verb,C1,aşı
orchard,noun,C1,meyve bahçesi
seedling,noun,C1,fide
tract,noun,C1,yol
folktale,noun,C1,Halk Hikayesi
sprout,verb,C1,filiz
sprout,noun,C1,filiz
hypocrisy,noun,C1,ikiyüzlülük
hypocrite,noun,C1,ikiyüzlü
hypocritical,adjective,C1,ikiyüzlü
hypocritically,adverb,C1,ikiyüzlü bir şekilde
midwife,noun,C1,ebe
harvest,verb,C1,hasat
commercially,adverb,C1,ticari olarak
uniformity,noun,C1,tekdüzelik
numb,adjective,C1,hissiz
numb,verb,C1,hissiz
tastebud,noun,C1,tat alma cisimciği
amateur,noun,C1,amatör
amateur,adjective,C1,amatör
retrace,verb,C1,tekrar takip etmek
chart,verb,C1,çizelge
insubordinate,adjective,C1,itaatsiz
insubordination,noun,C1,itaatsizlik
insubordinately,adverb,C1,itaatsizce
subordinate,noun,C1,ast
primitively,adverb,C1,ilkel olarak
embark,verb,C1,gemiye binmek
expedite,verb,C1,hızlandırmak
contextual,adjective,C1,bağlamsal
contextually,adverb,C1,bağlamsal olarak
whilst,conjunction,C1,İken
maneuver/manoeuvre,verb,C1,manevra/manevra
maneuver/manoeuvre,noun,C1,manevra/manevra
riveting,adjective,C1,perçinleme
plunge,verb,C1,dalma
plunge,noun,C1,dalma
debut,noun,C1,ilk çıkış
debut,verb,C1,ilk çıkış
turmoil,noun,C1,kargaşa
scathing,adjective,C1,sert
unscathing,adjective,C1,zararsız
convoluted,adjective,C1,kıvrımlı
undaunted,adjective,C1,yılmaz
gutsy,adjective,C1,cesur
deprivation,noun,C1,yoksunluk
farce,noun,C1,saçmalık
portray,verb,C1,canlandırmak
portrayal,noun,C1,tasvir
elusive,adjective,C1,yakalanması zor
elude,verb,C1,kurtulmak
incisor,noun,C1,kesici diş
incision,noun,C1,kesik
chisel,verb,C1,keski
chiselled,adjective,C1,yontulmuş
gnaw,verb,C1,kemirmek
elongate,verb,C1,uzatmak
telltale,adjective,C1,sayma konuşması
cavity,noun,C1,boşluk
rustle,verb,C1,hışırtı
rustle,noun,C1,hışırtı
glean,verb,C1,toplamak
niche,noun,C1,niş
somersault,noun,C1,takla
somersault,verb,C1,takla
exhilarate,verb,C1,neşelendirmek
exhilarating,adjective,C1,canlandırıcı
exhilaration,noun,C1,neşe
physicality,noun,C1,fiziksellik
hack,verb,C1,hile
hack,noun,C1,hile
lust,noun,C1,şehvet
unsettling,adjective,C1,rahatsız edici
unsettle,verb,C1,huzurunu kaçırmak
suburban,adjective,C1,banliyö
suburbia,noun,C1,banliyö
dramatist,noun,C1,oyun yazarı
characterization/characterisation,noun,C1,karakterizasyon/karakterizasyon
quirky,adjective,C1,ilginç
quirky,noun,C1,ilginç
sprawl,noun,C1,yayılma
sprawl,verb,C1,yayılma
ingenuity,noun,C1,yaratıcılık
panorama,noun,C1,panorama
panoramic,adjective,C1,panoramik
benign,adjective,C1,iyi huylu
benignly,adverb,C1,iyi niyetle
explosively,adverb,C1,patlayıcı bir şekilde
bequeath,verb,C1,miras
legacy,noun,C1,miras
synthetic,adjective,C1,sentetik
synthetically,adverb,C1,sentetik olarak
lackluster/lacklustre,adjective,C1,cansız/cansız
elastic,noun,C1,elastik
elastic,adjective,C1,elastik
appall/appal,verb,C1,dehşet/dehşet
appalling,adjective,C1,korkunç
appallingly,adverb,C1,dehşet verici bir şekilde
pounce,verb,C1,pençe
abound,verb,C1,bol
sap,noun,C1,özsu
monotonous,adjective,C1,monoton
monotonously,adverb,C1,monoton bir şekilde
monotony,noun,C1,monotonluk
turn to ,verb,C1,dönmek
ingenious,adjective,C1,ustaca
plaque,noun,C1,plak
neutralize/neutralise,verb,C1,nötralize etmek/nötralize etmek
neutralization/neutralisation,noun,C1,nötralizasyon/nötralizasyon
salivate,verb,C1,tükürük salgılamak
cessation,noun,C1,bırakma
remorse,noun,C1,vicdan azabı
remorseless,adjective,C1,vicdansız
remorsefully,adverb,C1,pişmanlıkla
remorselessly,adverb,C1,acımasızca
inexcusable,adjective,C1,affedilmez
inexcusably,adverb,C1,affedilemez bir şekilde
inexhaustible,adjective,C1,tükenmez
unassisted,adjective,C1,yardımsız
heighten,verb,C1,yükseltmek
fixture,noun,C1,Fikstür
bulk,noun,C1,toplu
bulky,adjective,C1,hantal
bulk up,verb,C1,toplu hale getirmek
digitalize/digitalise,verb,C1,dijitalleştir/dijitalleştir
digitalization/digitalisation,noun,C1,dijitalleşme/dijitalleşme
mark-up,noun,C1,işaretleme
complementary,adjective,C1,tamamlayıcı
complimentary,adjective,C1,övgü olarak verilen
staple,noun,C1,Elyaf
wares,noun,C1,mallar
testament,noun,C1,vasiyet
succulent,noun,C1,etli
succulent,adjective,C1,etli
succulently,adverb,C1,lezzetli bir şekilde
tranquil,adjective,C1,sakin
tranquility,noun,C1,huzur
spartan,adjective,C1,Spartalı
peninsula,noun,C1,yarımada
billiards,noun,C1,bilardo
exude,verb,C2,yaymak
envisage,verb,C2,tasavvur
headmistress,noun,C2,müdire
mien,noun,C2,tavır
timidity,noun,C2,çekingenlik
unravel,verb,C2,çözülmek
concurrence,noun,C2,fikir birliği
unpromising,adjective,C2,taviz vermeyen
teem,verb,C2,kalabalık
marvel,noun,C2,hayret
outpatient,noun,C2,ayakta tedavi gören
corpse,noun,C2,ceset
apprentice,verb,C2,Çırak
constrained,adjective,C2,kısıtlı
quirk,verb,C2,tuhaflık
indignant,adjective,C2,kızgın
indignantly,adverb,C2,öfkeyle
eccentricity,noun,C2,tuhaflık
locomotive,noun,C2,lokomotif
locomotion,noun,C2,hareket
individualism,noun,C2,bireycilik
enthuse,verb,C2,heyecanlandırmak
belligerent,adjective,C2,kavgacı
belligerence,noun,C2,saldırganlık
stoicism,noun,C2,metanet
deliberate,verb,C2,"kasten, kasıtlı, planlı"
recluse,noun,C2,münzevi
reclusive,adjective,C2,münzevi
metalled,adjective,C2,metal kaplı
brief,noun,C2,kısa bilgi
oblique,adjective,C2,eğik
facsimile,noun,C2,faks
shamble,verb,C2,darmadağınık
whir,verb,C2,pırlamak
blight,noun,C2,yanıklık
blight,verb,C2,yanıklık
puritanical,adjective,C2,püriten
brood,verb,C2,damızlık
brood,noun,C2,damızlık
disdainful,adjective,C2,kibirli
zoologist,noun,C2,zoolog
zoology,noun,C2,zooloji
encumbrance,noun,C2,yük
encumber,verb,C2,ayağına dolaşmak
hypothesis,noun,C2,hipotez
hypothesize,verb,C2,hipotez kurmak
hypothetical,adjective,C2,varsayımsal
parasitic,adjective,C2,parazit
plumage,noun,C2,tüyler
utilitarian,adjective,C2,faydacı
utilize,verb,C2,faydalanmak
utility,noun,C2,Yarar
predilection,noun,C2,tercih
commensurate,adjective,C2,orantılı
commensurately,adverb,C2,gerektiği kadar
vindicate,verb,C2,haklı çıkarmak
vindication,noun,C2,haklı çıkarma
parable,noun,C2,benzetme
poise,verb,C2,denge
minster,verb,C2,papaz
wrack,verb,C2,yıkıntı
ironic,adjective,C2,ironik
predecessor,noun,C2,öncül
ally,verb,C2,müttefik
callous,adjective,C2,duygusuz
callously,adverb,C2,duygusuzca
derelict,adjective,C2,sahipsiz
derelict,noun,C2,sahipsiz
materialism,noun,C2,materyalizm
materialistic,adjective,C2,materyalist
ferocity,noun,C2,gaddarlık
utter,adjective,C2,söylemek
utter,verb,C2,söylemek
evokingly,adverb,C2,çağrıştırıcı bir şekilde
recitation,noun,C2,okuma
equable,adjective,C2,dengeli
extant,adjective,C2,kaybolmamış
denounce,verb,C2,kınamak
denunciation,noun,C2,ihbar
echo,noun,C2,Eko
echo,verb,C2,Eko
echo,verb,C2,Eko
requisition,noun,C2,talep
substantiate,verb,C2,kanıtlamak
inscrutable,adjective,C2,anlaşılmaz
stratosphere,noun,C2,stratosfer
indulge,verb,C2,şımartmak
indulgence,noun,C2,hoşgörü
indulgently,adverb,C2,hoşgörüyle
laudatory,adjective,C2,övgü dolu
laud ,verb,C2,övmek
glitz,noun,C2,ışıltı
glitzy,adjective,C2,gösterişli
automate,verb,C2,otomatikleştirmek
apprehend,verb,C2,tutuklamak
athleticism,noun,C2,atletizm
daunt,verb,C2,göz korkutan
daunting,adjective,C2,göz korkutucu
acreage,noun,C2,dönüm
affectation,noun,C2,yapmacıklık
imposition,noun,C2,dayatma
circuit,noun,C2,devre
stipulate,verb,C2,şart koşmak
stipulation,noun,C2,şart
allot,verb,C2,tahsis etmek
allotment,noun,C2,tahsis
anticlimactically,adverb,C2,iklime aykırı olarak
forfeiture,noun,C2,müsadere
blitz,verb,C2,yıldırım
blitz,noun,C2,yıldırım
primeval,adjective,C2,ilkel
tenacity,noun,C2,azim
tenacious,adjective,C2,inatçı
tenaciously,adverb,C2,inatla
exact,verb,C2,bire bir aynı
genomic,adjective,C2,genomik
genomically,adverb,C2,genomik olarak
capacious,adjective,C2,geniş
utilitarian,adjective,C2,faydacı
utilization/utilisation,noun,C2,kullanım/kullanım
unequivocal,adjective,C2,kesin
unequivocally,adverb,C2,kesinlikle
spontaneity,noun,C2,kendiliğindenlik
provocation,noun,C2,provokasyon
portraiture,noun,C2,portre
tedium,noun,C2,bezginlik
succeed,verb,C2,başarmak
circumnavigate,verb,C2,gezinmek
circumnavigation,noun,C2,devrialem
liaise,verb,C2,irtibat kurmak
contractual,adjective,C2,sözleşmeye bağlı
contractually,adverb,C2,sözleşmeye bağlı olarak
repute,noun,C2,itibar
abject,adjective,C2,sefil
sheaf,noun,C2,demet
articulation,noun,C2,artikülasyon
articulate,adjective,C2,ifade
spurious,adjective,C2,sahte
spuriously,adverb,C2,sahte olarak
posture,verb,C2,duruş
calorific,adjective,C2,kalorifik
fabulate,verb,C2,masal yaratmak
fabulation,noun,C2,masal
octogenarian,noun,C2,seksenlik
voracity,noun,C2,hırs
brandish,verb,C2,markalı
repose,verb,C2,dinlenmek
repose,noun,C2,dinlenmek
encumber,verb,C2,ayağına dolaşmak
encumbrance,noun,C2,yük
unencumbered,adjective,C2,ipoteksiz
buffoonery,noun,C2,soytarılık
gauche,adjective,C2,kabalık
domesticity,noun,C2,evcimenlik
accrue,verb,C2,tahakkuk etmek
proliferation,noun,C2,çoğalma
blandishment,noun,C2,tatlılık
pluck,noun,C2,yolmak
anthropological,adjective,C2,antropolojik
anthropologically,adverb,C2,antropolojik olarak
carbonize/carbonise,verb,C2,karbonlaştırma/karbonlaştırma
monastic,adjective,C2,manastır
graft,noun,C2,aşı
midwifery,noun,C2,ebelik
adornment,noun,C2,süsleme
adorn,verb,C2,süslemek
idle,verb,C2,Boşta
conjecture,verb,C2,varsayım
conjecture,noun,C2,varsayım
malleable,adjective,C2,biçimlendirilebilir
malleability,noun,C2,dövülebilirlik
ore,noun,C2,cevher
gale,noun,C2,fırtına
promenade,noun,C2,gezinti yeri
testimonial,noun,C2,referans
distill,verb,C2,damıtmak
distillation,noun,C2,damıtma
informant,noun,C2,muhbir
vis-a-vis,preposition,C2,karşılıklı
overlay,verb,C2,kaplama
nostalgia,noun,C2,nostalji
nostalgic,adjective,C2,nostaljik
nostalgically,adverb,C2,nostaljik olarak
grievance,noun,C2,şikayet
deprivation,noun,C2,yoksunluk
residue,noun,C2,kalıntı
residual,adjective,C2,artık
physiological,adjective,C2,fizyolojik
physiologically,adverb,C2,fizyolojik olarak
familiarize/familiarise,verb,C2,tanımak/tanımak
methodology,noun,C2,metodoloji
methodological,adjective,C2,metodolojik
methodologically,adverb,C2,metodolojik olarak
proportional,adjective,C2,orantılı
proportionally,adverb,C2,orantılı olarak
habitation,noun,C2,yerleşim
inartistic,adjective,C2,sanatsal olmayan
ornate,adjective,C2,süslü
modernism,noun,C2,modernizm
presuppose,verb,C2,varsaymak
presupposition,noun,C2,ön varsayım
centralized/centralised,adjective,C2,merkezi/merkezi
envisage,verb,C2,tasavvur
contextual,adjective,C2,bağlamsal
contextually,adverb,C2,bağlamsal olarak
transmitter,noun,C2,verici
regulatory,adjective,C2,düzenleyici
archival,adjective,C2,arşiv
diffuse,adjective,C2,yaygın
diffuse,verb,C2,yaygın
egalitarian,adjective,C2,eşitlikçi
egalitarian,noun,C2,eşitlikçi
hindsight,noun,C2,gez
materialize/materialise,verb,C2,gerçekleşmek/gerçekleşmek
materialization/materialisation,noun,C2,materyalizasyon / materyalizasyon
disperse,verb,C2,yaymak
dispersal,noun,C2,dağılma
adverse,adjective,C2,olumsuz
adversely,adverb,C2,olumsuz olarak
